comment,positive,neutral,negative
Dijamin Mangkrak mangkrak😂😂😂😂,0,1,0
Kalau mau kerja di ikn gmna ya cranya?,0,1,0
"Semoga tetep dilanjutken, kita hrs punya simbol negara yg berkarakter indonesia.. Istana yg bukan peninggalan  koloniial... .. 👍",0,1,0
Prabowo presiden pulau jawa bukan presiden indonesia😂,0,1,0
"Kasihan pekerjanya banyak yg blom gajian ada yg sebulan blom gajian ad yg 2 bulan blom gajian
Pribadi q sih ogah klo diajak kerja diIKN",0,1,0
Kepala burungnya ke potong sm siapa ya ko gk keliatan sih 🤭😂😂,0,1,0
"Suweneng aku ndolok kontene iki wong ,omonge uwapik gak kemaki",0,1,0
Top tenan.....,1,0,0
"Padahal kedepannya mereka bakal tinggal di sini, cuman jangan di buat macet lagi ❤",0,1,0
Mudah2an Amin  raiso melihat video ini biar melek matanya dan tidak selalu berbobong dan .menyebar hoak,0,1,0
GG,0,1,0
"Terlalu di paksakan pembangunan,,,sehingga ekonomi hancur",0,1,0
"Bangunan yg serba mewah 
Dengan banyaknya ketimpangan di negeriQ tercinta 😢",0,1,0
"Yah itulah masyarakat rt 14 dan 24, sakitnya di sini di situ dan di mn2. Segala cara dihalalkan tuk menjatuhkan yg 58%, konyol kan",0,1,0
Anggaran besar utk Peliharaan pemerintah.,0,1,0
Duhhh riweuh ya,0,0,1
Legacy mulyono mangkrak,0,1,0
Uwang rayat itu,0,1,0
Itu uwang rayat tau,0,1,0
rokigerung tukang ngadu domba.. ngapain didengeein,0,1,0
Saya kuli nya,0,1,0
Matamu,0,1,0
"Weh org "" Balikpapan kaya"" Yo.. Salam bt mbk ina.. Ak dr jogja mbk.. 🎉",0,1,0
"Saya percaya ikn akan jadi
Mungkin tahun 2035",0,1,0
Keren broooo 🔥🔥🔥,0,1,0
MasyaAllah pemikiran bpk jokowi  sampai sprti it.. Sibhanallah smoga sllu mmberkahi 🤲🤲,0,1,0
Bln juli tetanggaku berangkat ke ikn krn sdh di terima jd pns,0,1,0
Pertanyaannya simpel aja: kapan IKN selesai dan diresmikan jadi ibukota negara sbg pusat Pemerintahan RI ? Ada yg bisa bantu jawabkah?,0,1,0
Buruan pindah Sono.,0,1,0
🎉🎉 bagus dan keren kok,0,1,0
Tenggok kok ketawa sendiri liat hostnya 😅😅😅,0,1,0
😂😂 titik nol.. Channel. Yg bs ikut healing juga mkasih mas,0,1,0
Buzzer penjilat. Jijik liatnya,0,1,0
"Hsl karya Bpk jokowi mmng tdk kaleng"".Hsl karya klompok sebelah juga hebat, tp itu bo'ong.",0,1,0
"Gak mungkin anggaran ikn gak di korupsi,.. pejabat Indonesia gak korupsi itu HARAM",0,1,0
lKN. Buat orng orng yg  bsa betah ajh hahaa,0,1,0
Trimakasih atas pembangunan pak jokowi moga bermamfaat untuk bangsa indonesia.,0,1,0
Ingfo diterima cuyy 😂😂😂,0,1,0
"Bpk Jokowi mndengar ocehan buzer"" klompok sebelah klo IKN mangkrak yo cuma senyum"".",0,1,0
"Memang gak mangkrak, untuk skrg! Tp kedepannya kita udh tau lah ya, dana yg anjlok banget buat pembangunan ikn skrg, cmn tinggal masalah waktu ni kota jd mangkrak dan ditinggalkan!",0,1,0
Group 16% yg mengisukn mangkrak,0,1,0
Bagus banget.....tu kantor2nya la trus tempat tingalnya .blm ada ......,0,1,0
"Proses pemindahan ibukota harus dikebut, keburu jakarta tenggelam 😅😅😅",0,1,0
Jadi kapan pusat pemerintahan akan pindah ke IKN..... sudah nggk sabar nih,0,1,0
INILAH KALIMANTAN ADIL KA' TALINO BACURAMIN KA' SARUGA BASENGAT KA' JUBATA,0,1,0
Saya udah 4x ke IKN Dan terbukti pembangunan berjalan sukses no mangkrak.. Yg mangkrak itu congor ya roky gerung,0,1,0
"Nanti para pesimistis kayak Rocky, Refly, Said jangan boleh kesini ya...boleh tapi buat umpan buaya saja ",0,1,0
"IKN semakin hari semakin keren, anak dan koponakan saat ini sedang bertugas di IKN.",0,1,0
Pembangunan tol juga tetap jalan... Di balikpapan karang joang,0,1,0
"Trimakasih utk chanel ini , kami rakyat tetap berdo'a  agar pembangunan IKN  berjalan lancar dan Indonesia semakin maju ❤",0,1,0
Megah banget ya,0,1,0
Udah biasa influenser d bikin ky gini.coba pengamat yang bner2,0,1,0
Ikn akan di ganti tugu bambu😂😂,0,1,0
Saya masarakat balikpapan klu bikin vlog yg benar,0,1,0
"Tidak masuk akal Garuda hitam karena panas, padahal di chat itu😂😂",0,1,0
Moga lah jangan mangkrak.ksrna.ikn.bukan.milik.presiden.tapu.milik.ra.yat,0,1,0
Mantap langsung beraksi dgn membayar influencer wkwkwkw,0,1,0
Trus klo pegawai pada kerja disana yang golonga rendah kasian ya ngontrak rumah mahal gimana tu,0,1,0
Alhamdulillah...saya pikir selama ini berita yang beredar beneran IKN mangkrak..teryata tidak..suka sekali sama vidio dan cara penyampaiannya..simple mudah di mengerti dan gak mbulet ti...😊😊😊,0,1,0
"Nggo opo mas, rakyat isih akeh sing kere... kowe ki sopo, kok semangat bgt promosi IkN... ben ketok patriotik po piye?.... rakyat ra butuh gedung2 kang? Butuh subsidi  kang..",0,1,0
Roxi gorong kamu dulu pernah kuliah dimana sih  coba jelaskan aku tunggu kabarmu okey,0,1,0
"Walau sebel banget, tanggung jawab jokowi buat nerusin",0,1,0
Gibran suruh tinggal dulu di ikn😂😂😂beri contoh yg baik,0,1,0
"Pengusahanya malu, jadi diterusin...",0,1,0
Setiap pembanguanan atau proyek selalu ada biangnya sampah .. karena dia tidak suka jika indonesia berkembang,0,1,0
Dongol lo bang.. ikn itu ibukota...bukan cuma istana negara doang... dinegara lain umumnya ibukota itu sekumpulan rakyat yg sudah padat dan infrastruktur telah mulai memadai dengan nilai ekonomis...sudah sanggup dan pantas menjadi ibukota baru....bukan nya kebon 2 jt hektar lo jadiin plan skep....dongo berjamaah....mending surabaya jadi ibukota menurut gw.kalo mau begitu duit sendiri tuh boleh lah tanpa pinjaman.mirip kota baru landskep abudhabi itu duitnya gak berseri...orang gak punya ijazah lo ikutin...dongo bareng dah😂😂😂,0,1,0
taek,0,1,0
taek,0,1,0
"saya tinggal di Kalimantan Barat. Satu pulau dengan IKN, belum pernah ke sana. Semoga bisa ke IKN",0,1,0
info loker IKN..,0,1,0
Utang byk gk d pakai😂,0,1,0
Gak liat tukang cilok ya....,0,1,0
Nusantara kembali jaya.....❤,0,1,0
"Pendung anis sama pndukung ganjar ttp beropini mangkrak...
Hati nya soalnya bosok😂",0,1,0
"Pik 3 gagal, skrg ikn jadi sarang aseng 🤣🤣",0,1,0
"IKN sudah mangkrak itu sudah Jelas,dan IKN bukan prioritas pak prabowo lagi jadi Dana ApbN sudah tidak ada semoga jadi tempat penginapan Artis dan Bazer Molyono,ok gas ok gas",1,0,0
"Bagus hebat, tapi lebih sengsara saudara"" kita dibanten yang berjuang mempertahankan wilayahnya.",0,1,0
Kayaknya cuaca di IKN panas banget ya.  Awas meleleh Bro...,0,1,0
Itu yg bilang mangkrak para pecundang,0,1,0
Ini keren bagi yg ber duwit. Buat rakyat kecil tk terpikirkan.,0,1,0
Asn itu asisten negara kah,0,1,0
Proyek non produktif yg menghamburkan APBN. Sudah kepalang bahas ya tetap dibangun tapi diisi oleh para ternak Mulyono.,0,1,0
Hebatnya ibukota Nusantara ya.....,0,1,0
Bagus bang kontenya...mampir ke pagar laut...,0,1,0
"IKN....PROYEK MENIPU RAKYAT. DARI AWAL MUKIBUL SDH MENCLA BIN MENCLE.
MERUSAK ALAM DAN HABITATNYA.SEMOGA ALAM JUGA YG AKAN MENGHUKUMNYA🤲🤲🤲🤲🤲",0,1,0
Siapa yg nginep semalem 35 juta...GK cukup gaji ASN eselon 3,0,1,0
Banyak jutaan rakyat miskin ..susah cari gas jatah satu galon melon...,0,1,0
Kalimantan maju tauu😂😂❤,0,1,0
"Yang ada orangnya aja didatangi, cm 1 atau 2 tempat...😂😂😂😂 Lebih rame kampungku",0,1,0
Masih blm byr hutang atau SDH byr?,0,1,0
Mantaap ikn tetap didepan,0,1,0
"Masih bnyak hutan...mana rmh penduduk, jauh ya.....jd ibukota terpencil",0,1,0
omon-omon...,0,1,0
"Harusnya, patung Garuda nya di bikin kyak asli, mungkin akan terlihat lebih keren & gagah...",0,1,0
Penasaran dgn bayaran influencer ini😂,0,1,0
Ya skrang masih sisa kontrak era mulyono ..lihat saja nanti mbgkrak garuda l😮esuh cok  beban hutangv7000 triliyun  sangat berat bebanx garudax lemah gk sanggup,0,1,0
Biasa aja geh jangan nyolot gitu ngomongnya... Goblog,0,1,0
Pak Prabowo SDH menunjuk Pak Basuki sbg Kepala Otoritas  Pembangunan IKN. itu artinya pak Prabowo ingin pbangunan IKN ingin dipercepat.....,0,1,0
Saya orang IKN malah GK pernah kesana....,0,1,0
"Woww... luar biasa, bagus buangt indonesiaku , , hey liat ini bpk bpk pembenci jokowi, liat ini , udh ga usah kowar koaar lg yaa",0,1,0
"Salah satu influencer yg gak tau apa2, yg penting duit.

Karna media dan para aktivis pendidikan, dosen dll kurang mempromosikan prestasi mulyono, MAKA NYA MULYONO MELAKUKAN CARA PROMOSI DENGAN CARA MEREKRUT INFLUENCER UNTUK MEMBANTU NYA..🤓🤓",0,1,0
Saya dr jawa timur bangga dngan ikn..🥰,0,1,0
Semangat semoga pada lancar semua,0,1,0
ikan akan ramai kalau anak punk sudah datang 😂,0,1,0
"Tidak ada yg bilang IKN mangkrak mas Andy......awas hati"" mas Andy takut terpleset 😂😂😂😂❤❤❤",0,1,0
hoax,0,1,0
Tp sekarang kan anggaran pembangunan IKN itu di blokir skrg 🤣🤣,0,1,0
"Anak saya masih d ikn ,masih membangun",0,1,0
Mana Indomaret dan alfamart?,0,1,0
Pekerja ny ke gabut yah😂,0,1,0
Sayang kalau GK diterusin  ....?!!,0,1,0
Luar biasa❤❤❤,0,1,0
Yg bilang mangkrak yg 16 itulah😅,0,1,0
jgn² berita yg katanya tidak ada investor itu hoax juga??,0,1,0
Sepi banget blm dihuni kaum 58%,0,1,0
"""WELCOME TO GOTHAM CITY""",1,0,0
"Pencitraan,.
Biar kasus jual kapling di laut, kasus 271T, Sambo , dll .. pada keslimur.. aku tetep pakai logika Klo mau nilai, toh sekarang bangun ikn pajak apa2 makin naik",0,1,0
Kapan presiden pindah ke cikarang,0,1,0
Ternak mulyono 😂😂😂😂,0,1,0
"Bangga dengan hasil karya Putr, putri bangsa Indonesia. Terimakasih canel edukasinya. 🙏👍💪",0,1,0
Buzer dpt uang😢😢,0,1,0
Pak Prabowo..jangan Jd proyek mangkrak yah...,0,1,0
"Maksudnya apa sech ini....🤔
IKN tempat wisata.... membahas IKN kok bahas hotel..... yg beneran aja......😃😄😁😁😆😆",0,1,0
"Keren.,",0,1,0
Loe dibayar gede ya 😅,0,1,0
Yg mangkrak candi hambalang 😂,0,1,0
Sng ngomong mangkrak alumni FPI HTI...trs ank buahe anis😂...pembenci Jokowi.,0,1,0
ANGGARAN SUDAH DIBLOKIR PAK,0,1,0
The next Dubai las Vegas IKN Yo gesssss🎉🎉🎉🎉🎉🎉,0,1,0
Klau GK salah yg punya konten ini emaknya yg masuk Islam ya...,0,1,0
Sudah liat statement dari Menteri PU belum?? Jangan bodohi publik terus...😂😅,0,1,0
Bodo amat,0,1,0
IKN lebih cocok jadi tempat wisata kayaknya,0,1,0
Orang awam cuma taunya keren tp tidak tau anggarannya kyaapa,0,1,0
"Intinya hanya orang busuk yg gak suka sama perkembangan kaltim , aq 7 tahun di kaltim lebih tepatnya di balikapapn   dan orang2 balikpapn juga menunggu perkembangan provinsinya ,transport yg mudah apalagi , aq kalau punya rejeky nanti aq pengen beli rumah di dekat IKN aq pengen jadi saksi perkembangan dan bagian dr sejarah peradaban baru di IKN kaltim",0,1,0
"Dari segi alam di jawa belakangan ini, saya juga pengen ikut pindah keluar Jawa 😁😁😁",0,1,0
Anak kebo sama anak onta pasti keluar sakit hatinya melihat ini,0,1,0
"Buat konten kok kayak orang iri hati, yg biasa saja mas, cara berbicaranya itu juga yg biasa saja tdk usahlah kayak begitu... Kita semua itu satu bangsa yg bersaudara.",0,1,0
Jadi Sarang Hantu,0,1,0
Warganya g ada,0,1,0
Saya juga sudah naik nobil esemka loo,0,1,0
Hotelnya untukorang cina,0,1,0
"Yg kerja ,kerja punya ohong",0,1,0
"Kalau memang mangkrak itu tanggung jawab pemerintah sekarang sebagai pelaksana Unadang-undang, rocky dungu tahu nggak sih ikn sudah ditetapkan dpr  jadi undang-undang. Jokowi udah tuntas tugasnya karena udah bukan presiden lagi. Rock rock, prof koq dungu",0,1,0
"Orang kamu cino suroboyo antek oligarki yg jelas kamu di bayar mulyono,",0,1,0
Kalau bagus juga gak ada pengunjung percuma....,0,1,0
"Ya jelas cina2 uda buka bisnis hotel duluan dia yg punya duit hotel punya siapa punya infestor,munkin juga usaha mulyono,",0,1,0
Miris bgt lhtnya ibu kota ko sepiiii..😢😢,0,1,0
Ada kelelawar raksasa...😂,0,1,0
Wow kirain konten apa nggak taunya .....,0,1,0
"Wkwkwk orang udh ada statement dr Mentri tentang IKN,kasian kasian sekelas Roky Gerung yg bnyak di aduukan ke polisi tp gak kebukti walaupun dia gak ada bekingan ,gak mngkin dia hoak saat di acara ILC terbaru",0,1,0
Pindao Rono cek lueh akrab ambek Mulyono awakmu,0,1,0
"Gak usah maksa mas klo negara dalam keadaan sekarat, membangun yang tidak ada manfa'atnya, membbuat rakyat makin melarat...",0,1,0
"Gini...yg di maksut mangkrak itu bukan skrn tp kedepan tepatnya angaran kedepan nya...
Klau ini berjln ya Krn anggaran yg kmrn masih ada jadi harus ttp jln..klau ini pandangan sy.",0,1,0
"Betul betul karya anak bangsa asli, brp ribu tng krj yg diserab utk bkrj di IKN ini, yg pembenci trs lah benci biarkan proyek Ikn berjln trs sampai selesai",0,1,0
Keren keren kk,0,1,0
"Ancene arek Suroboyo ngeten 👍 tenan. Terimakasih Mas Andi infonya, semoga pak Prabowo tidak ingkar pada IKN cepat kembali' ke track semula Pak Presiden buat percepatan Pembangunan IKN.
Insyaallah bapak akan diukir dengan tinta emas dalam sejarah bangsa Indonesia kelak karena mewujudkan IKN sebagai kebanggaan bangsa dan negara Indonesia di masa mendatang.",0,1,0
"Mantap, semoga pembangunan IKN segera selesai dan bisa difungsikan sebagaimana mestinya untuk Indonesia yang lebih maju",0,1,0
Lihat saja endingnya nanti. Duitnya saja gak gableg.,0,1,0
Satu kata buat IKN... keren...❤,0,1,0
Ikn ituuu hutang jln ancorrrr gajih para buruh kuli bangunan gk terbayarrr 😂😂 itu proyek2 gagallllll . Cmn orang2 jualan konten yg bilang baik😂😂😂,0,1,0
"Yowiis,,,, gek sat set mrono...!!! Jakarta wis semumpel ...",0,1,0
Jamin 5 sampek 10 thj nda berani pindah ibukota... iki pikiran isi ndasku cak.....  garuda hitam sehitam masa depan IKN😂😂😂😂,0,1,0
Prèttt gak percaya...anggarannya saja diblokir 😅,0,1,0
Aku pingin nginep kono cak...luarang pora yo tarip e 😅,0,1,0
"Daripada ngehujat trs mending berdo'a biar pembngnn berjln lancar ,semua sudah terjadi.ada jln rejeki yg tidk terduga toh jg Allah maha kaya dn kuasa.",0,1,0
"Alhamdulillah karya anak bangsa, terimakasih pak Jokowi ❤❤❤dan PK Prabowo rakyat Indonesia mencintaimu❤❤❤",0,1,0
Kita lihat aja kedepanya mangkrak apa jalan....mikirin ikn rakyat lapar,0,1,0
Ada kolam cebong ga di IKN?,0,1,0
"Tanya dong ama yg jalanin proyek, dah dibayar blom kwkwwk",0,1,0
Waw cantiiiik,0,1,0
Dibayar brp bro sama kroco2 nya Joko 🤣,0,1,0
"Makasih kak, kita yg blm pernah kesana, jadi tahu perkembangan IKN. Emang mulutnya pembenci gak ada yg bener. Kalo nggak suka, ya diem aja, nggak usah hoax.",0,1,0
Tinggi tiang bendera 79 CM😂,0,1,0
"Cak, mama Elly kok gak diajak?",0,1,0
Next ikn sore sampai malam hari dong bang sapa tau lebih seru,0,1,0
Madura hadir.,0,1,0
IKN hanya akan mangkarak jika presiden nya anis baswedan atau ganjar.cba ko andi kolab sama youtuber ikn pasti bisa masuk smpe istana garuda,0,1,0
"Biasa ko..pembenci itu sedikit tapi Berisik..🤣 Rocky,Refly DKK nya satu kolam suruh maen2 ke IKN lah jangan cuma nyinyir di Medsos saja 😂 kalau cuma omon2 doang mah anak kecil juga bisa,skrng itu Action yg dibutuhkan..😆",0,1,0
Pasti makrak proyek IKN ini. Tdk ada para pejabat yg mau. 🤦🤦🤦,0,1,0
Kita tonton aj bakal mangkrak ap ga di lanjutin jdi tempat suting uji nyali,0,1,0
54 triliyyun😮😢,0,1,0
Rakyat msh byk yg nggak mkn ..koq bangun ikn ini proyek ambisius mulyono🤬,0,1,0
Tak nunggu aja endingnya.... Kuanggap ini drama IKN... 😅,0,1,0
"Uangnya mandek noh, di stop mentri keuangan 😂",0,1,0
iki seumpama ko andy  d endors kecap bango pie😅,0,1,0
Waaaaaaw kereeeen fuuul,0,1,0
"pengalaman pait kerja di ikn. ngikut pt adhi karya di tinggal kabur mandor,,gk kebayar kerja 1 minggu...banyak mandor bajingan di snih!!!",0,1,0
Dbyr berapa ngontenin ikn 😆😆😆,0,1,0
"Kalo ada tukang sama security tapi cuma nongkrong doang ga ngapa²in bisa ga ya? apalagi gaji tetep lancar luncur biar keliatan ada kerjaa gituu, bisa jadi dong yaa?? ya kaaann??",0,1,0
Saya sih pribadi setuju saja yg penting sesuai janji mulyono ga pakai apbn 20% saja😂😂entar  kaya kecebongnya yg membengkak 18 T ga sesuai rencaana semula😂😂,0,1,0
Tapi dari mana uangnya untuk  melanjutkan pembangunan IKN mas Broo,0,1,0
35jt satu malam.  lah aku 35jt sebulan,0,1,0
😅😅 orng dananya sudah di setop dan bbrp menterinya sudah ngmng klo tdk fokus. Bangunan di selesaikan tapi tdk ada pembangunan baru,0,1,0
Trimakasih mas atas infonya,0,1,0
keren,0,1,0
AREK JAWA TIMUR YO CAK,0,1,0
"Jangan biarkan mangkrak , lanjutkan itu kan pembangunan biayanya bukan sedikit,  lanjutkan !!!!!""",0,1,0
Ayo IKN jadikan wisata tuur sekolahan biyar   generasi kita tau ibukota baru,0,1,0
Ternak bazitol lagi menghibur diri ✔,0,1,0
Yang bilang mangkrak karena tdk diberi posisi . ❤,0,1,0
Ya disitu  coba lihat di blakang disamping nasi hutan kayu kertas  aku yg kerja di perusahaan kayu kertas ikn,0,1,0
Lama lama ikn juga keren.,0,1,0
Yang kiri itu gang Dolly,0,1,0
❤❤❤❤❤ salut dan bangga ❤❤❤❤❤semoga nanti pepohonan/vegetasinya pun sesuai dengan kebutuhan terhadap😊 iklim kalimantan 🙏,0,1,0
"Namanya juga bazer ya memuja majikannya lah....kalau ikn jadi trus g dipakai bukannya cuma buang"" uang rakyat?",0,1,0
"Otomatis subscribe, like dan komen.. Konten positif",0,1,0
"APBN defisit ya gara-gara biayain pembangunan IKN, sekarang yg menderita rakyatnya, pajak naik terus untuk menutupi defisit APBN, pejabat yg menikmati fasilitasnya.",0,1,0
Jilat,0,1,0
Laut di sertifikat ke depannya udara di kapling di beri sertifikat.... 😂,0,1,0
Oo ini yg di tuker sama yg di pager2 itu?,0,1,0
Sangat Betul pembangunan ikn msh berlanjut utk menghabiskan dana yg sdh tersalurkan dan berikutmya Saya Yakin akan Stop pembangunannya .,0,1,0
"Orang jawa adalah pemimpin, Salam dari Orang sunda Bang🇲🇨🫶☝️love Orang jawa☝️",0,1,0
Medoke koh tp matur suwun informasinya selama di IKN 😁,0,1,0
Mantap Indonesia ku semoga lancar ikn nusantara,0,1,0
"ada om,adik sya bekerja di IKN disitu🎉🎉",0,1,0
ikn tdk mangkrak tapi akan jd sarang dedemit bagi sahabatnya mulyono dan ternaknya,0,1,0
"Udah gak ada INVESTOR tambah diblokir pula anggaranya. Kalo liat cuma dari luar ya gitu, BUZZER mulyono memang selalu KOCAK🤣.  https://www.youtube.com/watch?v=Iz-MYz5auSw",0,1,0
Rocky Gerung buta mata hatinya,0,1,0
"Anggaran sudah di blokir, ya itu udah finish, pertanyaanya kpn pindah..  sy sependapat dgn RG dahulukan kepentingan RAkyat .",0,1,0
😂😂,0,1,0
Inilah indonesia sejati namun matanya said didu gak bisa melihat,0,1,0
Norak,0,1,0
Banyak buzzer2 mulyono 🤣🤣,0,1,0
Mangkrak itu soal waktu. Yang  paling fakta adalah Tanpa Penghuni sampai kapanpun. Itu cikal bakal mangkrak nya.,0,1,0
Sepertinya calon mangkrak bang soalnya ASN ny blm ada..,0,1,0
P3k di buang aja di ikn semua,0,1,0
Luar biasa keren sekali pembangunan tetao berjalan demi terwujud Ibukota Nusantara harapan semua orang... Tidak tertumpuk di jakarta namun terpusat di kalimantan. ❤,0,1,0
"Pentingnya belajar politik akal sehat yaa😅  para pekerja dan kontruksi bnyak yang tidak dibayar😂

Salam akal sehat😊",0,1,0
Cak opo o wong chindo omongane mesti campuran indonesia x jawa. Terutama chindo suroboyo✌️🙏,0,1,0
"Terimakasih vidionya, menyemangati, maju terus bangsaku, Indonesia Raya.",0,1,0
Ya udah buruan di tempatin mubazir😂,0,1,0
Ibu kota jakarta aja belum lihat ko sekarang pindah....haduhhhh..kpn aq bsa ksitu yy..,0,1,0
"Membangun surga untuk para petinggi para pejabat, kita rakyat semakin dikenai PPN tanpa menikmati apa2 hanya penonton, mantab indonesia",0,1,0
Semoga segera jadi IKN,0,1,0
Salawe Nagara salaka Nagara Nusantara jaya indonesia,0,1,0
Koh endi mama eli kangen mama elii kohh,0,1,0
😂😂😂😂😂 rrrrrrrrr,0,1,0
Sy nonton sampe abis😂,0,1,0
Kok sepi..,0,1,0
Video dibuat seolah olah benar padahal sdah diatur dan terlihat meyakinkan untuk menghindari pembulian,0,1,0
Trus manfaatnya untuk rakyat apa..? Untuk siapa..?,0,1,0
Ngomong y ngapak jawiir,0,1,0
Investor lg kunjunga😂,0,1,0
Hadir Koko 😂,0,1,0
makan lu ikn,0,1,0
apa yg di banggakan?? nasib rakyat yg prioritas jakarta lbh dari segalanya buat seluruh rakyat nkri,0,1,0
itu seriusan securitynya IKN mau nganterin youtuber? 😮,0,1,0
Kalau begitu ...lekaslah pak Prabowo dan wakilnya ngantor di IKN ...,0,1,0
"Yang bilang mangkrak itu ,orang yang gak pernah ke IKN ,bisanya cuma nyocot saja",0,1,0
Degerin kok mulut Rocky Gerung 😂😂😂😂😂 mulut nya Rocky Gerung bau tai 😂😂😂😂 bisanya kan nyiyir yg percaya Rocky Gerung pasti mulutnya sma😂😂😂,0,1,0
"ini lh hasilnya jika pembangunan tanpa perencana yg kurang matang grusa grusu di awal SJ yg baik di di akhir menyedihkan mn habis uang banyak lagi2 yg di rugikan masyarakat, itu bodohnya pemimpin di jamannya tanpa berfikir jfuuuuuh ke depan,",0,1,0
Makasih udah review IKNnya. Ini proyek memang ambisius tp sangat mewakili bahwa indonesia tdk hanya jakarta dan skitarnya 😊 sangat potensial buat dikembangkan.,0,1,0
Arsiteknya siapa ya?,0,1,0
Nggarai pengen ae Ko😢,0,1,0
"Mungkin ikn itu akan selesai di bangun tapi setelah selesai di tidak ada orang yang mau tinggal di sana apalagi investor tidak ada mau, hanya kebohongan jokibul saja yg katanya ratusan investor sudah ada, biasa si tukang bohong itu pernah mengatakan ada 11ribu triliun di kantongnya dan esemka sudah  inden 6000 unit, lalu apa yang mau di percaya dari orang ini yg karakter pembohong nya sudah mendara daging di keluarga nya.. 🤪🤪🤪😡😡😡",0,1,0
oh konten kacamata hitam nasibmu,0,1,0
Trs posisi hr ini gmn . Ada tamu gk ? Trs udh bc gk anggaran ikn hr ini statusnya gmn.,0,1,0
Pada libur pekerjanya ya kok sepi benner area proyeknya,0,1,0
Paling barisan sakit jiwa yg menyatakan IKN mangkrak....kalau jiwa nya nggak sakit pasti mendukung setiap pembangunan yg bernilai positif bagi bangsa & negara ini.....INDONESIA JAYA,0,1,0
Mangkrak,0,1,0
"Yang bilang mangkrak, mungkin mereka pemuja bumi datar 😂😂😂",0,1,0
"Yoi. Gak mungkinlah proyek sebagus itu bisa mangkrak. Para investor dari luar saja pada ngantri pengen berinvestasi di itu proyek, sampai pemerintah kualahan buat seleksi. Bahkan ASN saja dari Juli tahun lalu pengen banget pindah ke IKN, sampai dtunda Agustus, Oktober, sampai februari 2025 masih gak diizinkan pindah dari Jakarta yang macet dan sebentar lagi mau tenggelam",0,1,0
"Segala sesuatu yg dipaksakan.. Pastinya ada pengorbanan... Sebaiknya terima aja pengorbanan nya.. 
Yg pasti sepi.. Butuh waktu.. Ga ada yg mau ke sana... Kembalikan keperluan rakyat uang yg untuk membangun IkN... Terlalu dipaksa kan am syong.. Lama gaesss😢",0,1,0
"Blm Om,, yg mau tinggal disitu cuman orang orang penjajah aja itu,, yg banyak hanya Penampakan,, sedangkan pns, rakyat pada ogah tinggal disitu,krn negara masih banyak utang,, liat aja nanti",0,1,0
"Itu baru ibukota. Negara,kerennn❤❤❤❤❤❤",0,1,0
Markas tentara dan polisi dimana mas ?,0,1,0
Nnti klau ada waktu otw lah jalan2 ke ikn👍👍,0,1,0
"Semoga IKN tidak seperti mobil Esemka 
Esemka hanya ngomong doank",0,1,0
"Hayo luweh apik tetap ning jakarta, ibu kota nya tetap DKI❤🎉",0,1,0
Sejak kapan wong Suroboyo dadi penjilat bro,0,1,0
"Secepatnyaa para pejabat asn sampai presiden Tinggal di Ikn,Dan 20 persen dari 58 persen ..silahkan tinggal  ke Ikn untuk meramaikan,,supaya 2 taun seperti jakartaa,,,",0,1,0
R nya betagarrr😂,0,1,0
"Manttaaap inilah cara membungkam mulut orang2 Penyinyir ngomong tanpa data , agar mereka tahu bahwa beda kenyataan dgn apa yang mereka nyinyirkan, tidak ikhlas Indonesia jadi Bangsa maju. Bravo NKRI  👏👏👏❤🇮🇩❤",0,1,0
"Haters iku ndak paham apa beda mangkrak & efisiensi anggaran. Pokok kalo denger dana ikn diblokir suenenge minta ampun, pdhl berharap proyek mangkrak itu sama dgn menghancurkan rakyat, sbb uang yg dipakai ya uang rakyat. 

Jadi haters mbok ya jangan dongok², benci (legacy) jokowi boleh tapi jgn berlebihan. Nek cinta yo ndak usah lebay.",0,1,0
"Wihhh bahasane mantap ketok nek wong jatim, suroboyo yo cak",0,1,0
Yg bilang mangkrak hanya org2 yg iri sama presiden kita,0,1,0
"tag anggota dewan yg nyiyir bgitu ikut kunjungan lngsung selvie"" 😂",0,1,0
"Saran, anggaran di udit dlu bru progres di lnjutkan !?",0,1,0
kerennnnnn 👍👍👍👍👍,0,1,0
Dana ikn d blokir lur.....bnyk yg lebih2 urgent drpd ikn....jng mimpi ketinggian lur......mangkrak pst,0,1,0
G mangkrak tp gjiane angel.... ruwet mbulet... karepe kon kerjo teros ra gelem  gaji,0,1,0
Mangkrak ikn.. .. Ngabisin ngabisin  duit negara mulu...masih terus gerogotin duit negara...masih ngisep duit negara terus...kini prabowo saja sudah blokir anggaran untuk ikn..,0,1,0
P.jokowi yg mampu.biar pembencinya ngenes.sehat sllu p.jokowi,0,1,0
Semua orang disapa wkwkw 😭,0,1,0
"Berterimakasihlah pada pengkritik karena secara tidak langsung menolong, karena yg pasti pembangunannya gak sesuai target. Dan framingnya mangkrak faktanya ada yg kerja lumyan nolongkan.",0,1,0
Di setiap proyek besar pasti ada korupsi yg tersembunyi😅😅😅,0,1,0
IKN CUMA BISA D NIKMATI PARA PEJABAT DAN ORANG KAYA,0,1,0
"Seharusnya membangun ibu kota tidak sampai merugikan negara, apalagi ngutang ngalor ngidul ngetan ngulon sampai korporasi. Ibu kota adalah martabat bangsa",0,1,0
"China VS Amerika:
https://youtu.be/Hc05iYUxLZE?si=UmqjhDqpJaCr0BiQ",0,1,0
